Jugador,Equipo,Posición,Partidos,Minutos jugados,Goles,Asistencias,Paradas,Goles encajados,Tiros,Tiros a puerta,Precision tiros (%),Centros,Centros precisos,Precision centros (%),Tiros al palo,Corners forzados,Faltas recibidas,Faltas cometidas,Pases interceptados,Balones robados,Balones robados al ultimo hombre,Goles salvados bajos palos,TA,TR,Penaltis cometidos,Penaltis forzados,Penaltis lanzados,Penaltis anotados,Penaltis parados,Goles en propia meta,Tiros bloqueados,Errores en gol en contra,Regates con exito,Pases claves,Precision de pases (%),Corners precisos (en corto),Faltas colgadas,Faltas colgadas precisas,Faltas directas,Faltas directas a puerta,Goles de falta,Despejes efectivos
Munir El Haddadi,Cd Leganes,Extremo derecho,11.0,430.0,1.0,0.0,0.0,0.0,6.0,3.0,50.0,7.0,0.0,0.0,0.0,2.0,16.0,9.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,73.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
Nabil Aberdin,Fc Getafe,Defensa central,7.0,262.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Nahuel Molina,Atletico Madrid,Lateral derecho,14.0,918.0,0.0,3.0,0.0,0.0,5.0,1.0,20.0,35.0,8.0,23.0,0.0,5.0,2.0,6.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,80.0,9.0,2.0,1.0,0.0,0.0,0.0,21.0
Nahuel Tenaglia,Deportivo Alaves,Lateral derecho,17.0,1471.0,1.0,1.0,0.0,0.0,11.0,3.0,27.0,36.0,4.0,11.0,0.0,9.0,24.0,19.0,22.0,28.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,9.0,72.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0
Natan,Real Betis Sevilla,Defensa central,15.0,958.0,0.0,0.0,0.0,0.0,7.0,2.0,29.0,2.0,1.0,50.0,0.0,2.0,5.0,9.0,13.0,13.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0
Nayef Aguerd,Real Sociedad,Defensa central,15.0,1279.0,0.0,0.0,0.0,0.0,11.0,4.0,36.0,0.0,0.0,0.0,1.0,2.0,17.0,8.0,10.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,89.0,0.0,5.0,0.0,0.0,0.0,0.0,56.0
Nemanja Gudelj,Fc Sevilla,Centrocampista defensivo,18.0,1530.0,0.0,1.0,0.0,0.0,10.0,3.0,30.0,29.0,11.0,38.0,0.0,5.0,11.0,16.0,19.0,13.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,11.0,87.0,18.0,12.0,4.0,2.0,1.0,0.0,48.0
Nico Serrano,Athletic Bilbao,Extremo izquierdo,3.0,103.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,13.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,78.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
Nico Williams,Athletic Bilbao,Extremo izquierdo,18.0,1327.0,1.0,3.0,0.0,0.0,33.0,11.0,33.0,74.0,20.0,27.0,1.0,22.0,23.0,13.0,5.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,30.0,78.0,19.0,3.0,0.0,1.0,1.0,0.0,1.0
Nicolas Pepe,Fc Villarreal,Extremo derecho,12.0,588.0,1.0,2.0,0.0,0.0,23.0,10.0,43.0,9.0,1.0,11.0,3.0,6.0,7.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,7.0,84.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0
Oihan Sancet,Athletic Bilbao,Centrocampista ofensivo,16.0,1013.0,7.0,1.0,0.0,0.0,23.0,10.0,43.0,14.0,2.0,14.0,1.0,6.0,16.0,10.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,12.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Oliver McBurnie,Ud Las Palmas,Delantero centro,16.0,754.0,0.0,3.0,0.0,0.0,11.0,4.0,36.0,1.0,1.0,100.0,0.0,4.0,10.0,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,13.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Omar Alderete,Fc Getafe,Defensa central,19.0,1696.0,0.0,0.0,0.0,0.0,20.0,6.0,30.0,4.0,1.0,25.0,1.0,5.0,6.0,18.0,23.0,17.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,10.0,70.0,0.0,17.0,0.0,3.0,2.0,0.0,96.0
Omar El Hilali,Espanyol Barcelona,Lateral derecho,19.0,1658.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,3.0,13.0,0.0,4.0,15.0,31.0,18.0,39.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,4.0,80.0,0.0,9.0,0.0,0.0,0.0,0.0,67.0
Omar Mascarell,Rcd Mallorca,Centrocampista defensivo,17.0,1002.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,1.0,0.0,0.0,0.0,1.0,8.0,15.0,27.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,2.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
Oriol Romeu,Fc Girona,Centrocampista defensivo,14.0,878.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,40.0,0.0,1.0,12.0,23.0,6.0,16.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Orjan Nyland,Fc Sevilla,Portero,13.0,1143.0,0.0,0.0,36.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Orri Steinn Oskarsson,Real Sociedad,Delantero centro,13.0,455.0,2.0,0.0,0.0,0.0,11.0,4.0,36.0,1.0,1.0,100.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Oscar De Marcos,Athletic Bilbao,Lateral derecho,16.0,1004.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,34.0,8.0,24.0,0.0,6.0,5.0,10.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Oscar Mingueza,Celta Vigo,Lateral derecho,19.0,1506.0,2.0,5.0,0.0,0.0,16.0,4.0,25.0,70.0,12.0,17.0,0.0,8.0,11.0,14.0,11.0,12.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,20.0,79.0,4.0,12.0,1.0,6.0,3.0,1.0,20.0
Oscar Rodriguez,Cd Leganes,Centrocampista ofensivo,13.0,672.0,1.0,3.0,0.0,0.0,14.0,4.0,29.0,21.0,5.0,24.0,1.0,6.0,11.0,10.0,10.0,8.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,9.0,73.0,12.0,10.0,0.0,5.0,1.0,0.0,9.0
Oscar Trejo,Rayo Vallecano,Centrocampista ofensivo,8.0,243.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,5.0,8.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Oscar Valentin,Rayo Vallecano,Centrocampista,20.0,1306.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,2.0,1.0,50.0,0.0,0.0,24.0,38.0,21.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0
Pablo Barrios,Atletico Madrid,Centrocampista,15.0,1212.0,0.0,2.0,0.0,0.0,16.0,4.0,25.0,17.0,2.0,12.0,0.0,1.0,13.0,16.0,19.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,14.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Pablo Duran,Celta Vigo,Delantero centro,10.0,454.0,2.0,1.0,0.0,0.0,9.0,2.0,22.0,7.0,2.0,29.0,2.0,5.0,7.0,12.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Pablo Fornals,Real Betis Sevilla,Centrocampista ofensivo,15.0,1053.0,1.0,0.0,0.0,0.0,16.0,3.0,19.0,46.0,14.0,30.0,0.0,10.0,7.0,9.0,14.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,81.0,12.0,7.0,2.0,0.0,0.0,0.0,7.0
Pablo Gavi,Fc Barcelona,Centrocampista,11.0,321.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,20.0,0.0,0.0,6.0,15.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Pablo Ibanez,Ca Osasuna,Centrocampista,16.0,672.0,0.0,1.0,0.0,0.0,13.0,3.0,23.0,4.0,1.0,25.0,0.0,1.0,11.0,13.0,12.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Pablo Maffeo,Rcd Mallorca,Lateral derecho,15.0,1141.0,0.0,1.0,0.0,0.0,4.0,1.0,25.0,44.0,18.0,41.0,0.0,4.0,18.0,8.0,12.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,21.0,17.0,73.0,0.0,2.0,1.0,0.0,0.0,0.0,30.0
Pablo Marin,Real Sociedad,Centrocampista ofensivo,6.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Pablo Torre,Fc Barcelona,Centrocampista ofensivo,7.0,248.0,3.0,1.0,0.0,0.0,3.0,3.0,100.0,9.0,3.0,33.0,0.0,2.0,6.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,85.0,6.0,2.0,0.0,1.0,1.0,1.0,3.0
Pape Gueye,Fc Villarreal,Centrocampista defensivo,18.0,1235.0,0.0,0.0,0.0,0.0,29.0,8.0,28.0,12.0,3.0,25.0,1.0,7.0,40.0,21.0,13.0,17.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,10.0,81.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0
Pathe Ciss,Rayo Vallecano,Centrocampista,16.0,799.0,1.0,1.0,0.0,0.0,11.0,1.0,9.0,2.0,0.0,0.0,0.0,2.0,14.0,22.0,11.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,11.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Pau Cabanes,Fc Villarreal,Delantero centro,9.0,161.0,1.0,0.0,0.0,0.0,4.0,2.0,50.0,6.0,0.0,0.0,0.0,4.0,7.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pau Cubarsi,Fc Barcelona,Defensa central,20.0,1580.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,50.0,0.0,3.0,8.0,13.0,11.0,13.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,7.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
Pau Navarro,Fc Villarreal,Defensa central,7.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0
Pau Victor,Fc Barcelona,Delantero centro,13.0,190.0,2.0,1.0,0.0,0.0,8.0,4.0,50.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Paulo Gazzaniga,Fc Girona,Portero,20.0,1800.0,0.0,0.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Pedri Gonzalez,Fc Barcelona,Centrocampista,20.0,1517.0,4.0,2.0,0.0,0.0,15.0,8.0,53.0,25.0,7.0,28.0,0.0,5.0,24.0,7.0,14.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,32.0,89.0,8.0,4.0,2.0,0.0,0.0,0.0,8.0
Pedro Diaz,Rayo Vallecano,Centrocampista,9.0,199.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,2.0,33.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,83.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0
Pep Chavarria,Rayo Vallecano,Lateral izquierdo,16.0,1110.0,0.0,1.0,0.0,0.0,4.0,1.0,25.0,33.0,6.0,18.0,0.0,11.0,12.0,7.0,16.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Pepelu,Fc Valencia,Centrocampista defensivo,17.0,1109.0,1.0,2.0,0.0,0.0,9.0,4.0,44.0,85.0,22.0,26.0,0.0,9.0,10.0,15.0,7.0,14.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,4.0,24.0,84.0,46.0,27.0,3.0,0.0,0.0,0.0,17.0
Peque,Fc Sevilla,Segundo delantero,15.0,725.0,0.0,1.0,0.0,0.0,9.0,2.0,22.0,7.0,1.0,14.0,0.0,4.0,16.0,15.0,7.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Pere Milla,Espanyol Barcelona,Extremo izquierdo,8.0,226.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,9.0,2.0,22.0,0.0,3.0,8.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,61.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0
Peter Gonzalez,Espanyol Barcelona,Centrocampista defensivo,12.0,335.0,0.0,0.0,0.0,0.0,6.0,1.0,17.0,6.0,3.0,50.0,1.0,0.0,9.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
Pol Lozano,Espanyol Barcelona,Centrocampista,15.0,1039.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,11.0,6.0,55.0,0.0,1.0,9.0,29.0,11.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,85.0,4.0,3.0,1.0,0.0,0.0,0.0,11.0
Rafa Mir,Fc Valencia,Delantero centro,6.0,300.0,0.0,1.0,0.0,0.0,9.0,1.0,11.0,3.0,1.0,33.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Rafel Bauza,Espanyol Barcelona,Centrocampista,4.0,174.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
Ramon Terrats,Fc Villarreal,Centrocampista defensivo,11.0,130.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,20.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Randy Nteka,Rayo Vallecano,Centrocampista ofensivo,15.0,645.0,1.0,0.0,0.0,0.0,8.0,3.0,38.0,4.0,0.0,0.0,0.0,2.0,8.0,21.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Raphinha,Fc Barcelona,Extremo izquierdo,20.0,1676.0,11.0,6.0,0.0,0.0,66.0,27.0,41.0,130.0,33.0,25.0,3.0,38.0,25.0,4.0,5.0,15.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,36.0,63.0,78.0,55.0,21.0,5.0,10.0,3.0,0.0,16.0
Raul Albiol,Fc Villarreal,Defensa central,15.0,1188.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,6.0,9.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0
Raul Asencio,Real Madrid,Defensa central,8.0,447.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Raul Garcia,Ca Osasuna,Delantero centro,19.0,551.0,2.0,0.0,0.0,0.0,14.0,6.0,43.0,4.0,1.0,25.0,0.0,5.0,6.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Raul Moro,Real Valladolid,Extremo izquierdo,19.0,1306.0,3.0,1.0,0.0,0.0,23.0,7.0,30.0,77.0,22.0,29.0,1.0,16.0,13.0,3.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,27.0,74.0,18.0,8.0,4.0,0.0,0.0,0.0,8.0
Reinildo Mandava,Atletico Madrid,Lateral izquierdo,13.0,647.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,3.0,0.0,0.0,0.0,1.0,8.0,13.0,11.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Renato Tapia,Cd Leganes,Centrocampista defensivo,18.0,1093.0,1.0,0.0,0.0,0.0,5.0,3.0,60.0,10.0,0.0,0.0,0.0,7.0,17.0,17.0,12.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,2.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0
Ricardo Rodriguez,Real Betis Sevilla,Lateral izquierdo,8.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,38.0,0.0,3.0,2.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0
Robert Lewandowski,Fc Barcelona,Delantero centro,19.0,1556.0,16.0,2.0,0.0,0.0,66.0,31.0,47.0,3.0,0.0,0.0,5.0,11.0,24.0,17.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,14.0,18.0,74.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0
Robert Navarro,Rcd Mallorca,Centrocampista ofensivo,17.0,934.0,1.0,0.0,0.0,0.0,12.0,5.0,42.0,21.0,2.0,10.0,1.0,5.0,16.0,8.0,14.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,79.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0
Roberto Lopez,Cd Leganes,Centrocampista ofensivo,11.0,374.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,21.0,5.0,24.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,83.0,9.0,7.0,2.0,0.0,0.0,0.0,5.0
Robin Le Normand,Atletico Madrid,Defensa central,11.0,833.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,17.0,3.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0
Rodrigo De Paul,Atletico Madrid,Centrocampista,19.0,1074.0,3.0,3.0,0.0,0.0,10.0,3.0,30.0,35.0,10.0,29.0,0.0,6.0,17.0,7.0,4.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,83.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0
Rodrigo Riquelme,Atletico Madrid,Extremo izquierdo,10.0,405.0,0.0,0.0,0.0,0.0,11.0,4.0,36.0,21.0,2.0,10.0,0.0,9.0,6.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,88.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0
Rodrygo Goes,Real Madrid,Extremo derecho,17.0,1127.0,6.0,4.0,0.0,0.0,29.0,14.0,48.0,46.0,14.0,30.0,0.0,13.0,19.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,33.0,90.0,30.0,7.0,3.0,1.0,0.0,0.0,3.0
Romain Perraud,Real Betis Sevilla,Lateral izquierdo,18.0,1318.0,0.0,0.0,0.0,0.0,11.0,2.0,18.0,49.0,5.0,10.0,0.0,10.0,26.0,21.0,18.0,16.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,82.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0
Ronald Araujo,Fc Barcelona,Defensa central,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ruben Garcia,Ca Osasuna,Extremo derecho,19.0,1170.0,2.0,3.0,0.0,0.0,11.0,4.0,36.0,65.0,18.0,28.0,0.0,5.0,16.0,14.0,10.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,19.0,81.0,17.0,20.0,4.0,1.0,1.0,1.0,17.0
Ruben Pena,Ca Osasuna,Lateral derecho,15.0,508.0,0.0,0.0,0.0,0.0,8.0,2.0,25.0,27.0,2.0,7.0,1.0,8.0,4.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,64.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0
Ruben Vargas,Fc Sevilla,Extremo izquierdo,2.0,92.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,3.0,1.0,33.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,87.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Samu Costa,Rcd Mallorca,Centrocampista defensivo,17.0,1412.0,0.0,2.0,0.0,0.0,19.0,7.0,37.0,9.0,4.0,44.0,0.0,6.0,34.0,27.0,19.0,19.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,11.0,81.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0
Samuel Lino,Atletico Madrid,Extremo izquierdo,16.0,802.0,1.0,2.0,0.0,0.0,23.0,8.0,35.0,20.0,6.0,30.0,2.0,7.0,12.0,8.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,12.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Sandro Ramirez,Ud Las Palmas,Delantero centro,17.0,1137.0,7.0,3.0,0.0,0.0,25.0,13.0,52.0,65.0,16.0,25.0,1.0,11.0,20.0,17.0,12.0,12.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,14.0,73.0,27.0,11.0,0.0,8.0,3.0,2.0,16.0
